category,source,process,term_id,adjusted_p_value,logAdjustedPValue,term_size,query_size,intersection_size,effective_domain_size,intersections
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000119013
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000085231
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000137825
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000083720
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000180817
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000136143
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000139278
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000169021
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000173598
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000100804
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000014641
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000111775
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000119125
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000156136
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000120053
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000052802
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000065154
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000162188
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000164211
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000068976
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000170745
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000101911
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000175445
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000123836
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000164434
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000165434
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000183196
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000174607
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000062096
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000139287
Brain Bank REACTOME,REAC,Metabolism,REAC:R-HSA-1430728,7.41E-07,6.13032973,2075,480,146,10770,ENSG00000161896
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000141837
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000005249
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000100030
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000109738
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000145864
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000156642
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000082458
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000067715
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000175175
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000166501
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000115419
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000108946
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000109158
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000011677
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000145349
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000114450
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000152495
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000127824
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000167552
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000022355
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000073969
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000109971
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000198785
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000144746
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000182481
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000104490
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000162188
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000128683
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000101958
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000186297
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000134294
Brain Bank REACTOME,REAC,Transmission across Chemical Synapses,REAC:R-HSA-112315,7.99E-05,4.09767075,259,480,32,10770,ENSG00000136750
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000131398
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000073150
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000099822
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000006071
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000141837
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000005249
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000100030
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000109738
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000145864
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000156642
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000082458
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000067715
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000175175
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000166501
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000115419
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000184408
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000108946
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000109158
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000110218
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000140015
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000011677
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000145349
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000114450
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000152495
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000127824
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000167552
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000022355
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000073969
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000109971
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000082482
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000198785
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000144746
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000182481
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000104490
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000162188
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000170745
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000128683
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000101958
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000186297
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000134294
Brain Bank REACTOME,REAC,Neuronal System,REAC:R-HSA-112316,0.000261829,3.5819822,400,480,41,10770,ENSG00000136750
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000265972
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000101213
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000143578
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000196498
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000105662
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000108557
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000184678
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000132510
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000111203
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000126368
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000164442
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000178741
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000106615
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000101843
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000162694
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000081189
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000164919
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000149196
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000155097
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000143106
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000069345
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000131966
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000100030
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000163682
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000134248
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000230989
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000128590
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000047249
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000088986
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000136810
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000100554
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000142168
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000189043
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000164603
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000134001
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000198431
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000115944
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000170606
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000129084
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000065559
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000145349
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000168283
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000147416
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000178449
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000096384
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000116586
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000117450
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000117410
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000072401
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000114573
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000127824
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000131100
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000167552
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000109971
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000233822
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000155304
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000086061
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000165672
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000198898
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000100804
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000111775
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000109846
Brain Bank REACTOME,REAC,Cellular responses to stress,REAC:R-HSA-2262752,0.000347886,3.458562886,751,480,63,10770,ENSG00000164032
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000265972
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000101213
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000143578
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000196498
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000105662
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000108557
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000184678
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000132510
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000111203
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000126368
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000164442
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000178741
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000106615
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000101843
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000162694
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000081189
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000164919
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000149196
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000155097
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000143106
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000069345
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000131966
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000100030
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000163682
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000134248
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000230989
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000128590
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000047249
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000088986
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000136810
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000100554
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000142168
